strategy,code,signal_date,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,total_cost,total_fee,profit,return_pct,sell_postpone_days
上穿60放量战法,000407,2026-03-12,2026-03-13,2026-03-24,5.221044,4.79904,19100,99721.9404,91661.66399999999,99752.85420152401,68.49508376400233,-8128.771483764023,-8.148911175355455,0
上穿60放量战法,000779,2026-03-12,2026-03-13,2026-03-24,9.491898,8.74825,10500,99664.929,91856.625,99695.82512799,68.55734423999587,-7876.861344239995,-7.900893878081295,0
上穿60放量战法,002040,2026-03-12,2026-03-13,2026-03-24,10.992198,10.177964,9000,98929.782,91601.67599999999,98960.45023242,68.22491957999372,-7396.33091958001,-7.4740271514618986,0
上穿60放量战法,002868,2026-03-12,2026-03-13,2026-03-24,40.15803,37.372524000000006,2400,96379.272,89694.05760000001,96409.14957431999,66.65213793599489,-6751.866537935974,-7.003346225693121,0
上穿60放量战法,300254,2026-03-12,2026-03-13,2026-03-24,11.95239,11.087782,8300,99204.837,92028.59060000001,99235.59049947,68.48522161599632,-7244.731621615982,-7.300537624809795,0
上穿60放量战法,001282,2026-03-13,2026-03-16,2026-03-25,22.794558,20.085982,4300,98016.59939999999,86369.72260000001,98046.98454581399,65.79673207999795,-11712.673532079978,-11.945980374956914,0
上穿60放量战法,001696,2026-03-13,2026-03-16,2026-03-25,22.0044,19.346130000000002,4500,99019.8,87057.585,99050.496138,66.38974784999934,-12028.604747849997,-12.143911658040963,0
上穿60放量战法,002267,2026-03-13,2026-03-16,2026-03-25,8.15163,8.008398,12200,99449.88600000001,97702.4556,99480.71546466001,70.88747145599703,-1818.3178714560054,-1.8278094030213858,0
上穿60放量战法,300132,2026-03-13,2026-03-16,2026-03-25,8.971794000000001,8.528293999999999,11100,99586.9134,94664.06339999998,99617.785343154,69.68420914799393,-4992.534209148012,-5.011689621436774,0
上穿60放量战法,300332,2026-03-13,2026-03-16,2026-03-25,6.111222000000001,6.778644000000001,16300,99612.9186,110491.8972,99643.79860476601,76.18168261800427,10802.796917382002,10.841414185975543,0
