strategy,code,signal_date,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,total_cost,total_fee,profit,return_pct,sell_postpone_days
B1战法,000554,2026-03-16,2026-03-17,2026-03-26,9.321864,8.39832,10700,99743.9448,89862.024,99774.865422888,67.76405272800662,-9949.684852727994,-9.972135577990539,0
B1战法,000811,2026-03-16,2026-03-17,2026-03-26,19.15383,18.076383999999997,5200,99599.916,93997.19679999999,99630.79197396,69.41482464800637,-5672.13402464801,-5.693153604691316,0
B1战法,000909,2026-03-16,2026-03-17,2026-03-26,5.921184,5.94881,16700,98883.7728,99345.127,98914.426769568,71.38547163799667,389.968728361986,0.39424858546717445,0
B1战法,000968,2026-03-16,2026-03-17,2026-03-26,9.281856,10.927814,10600,98387.6736,115834.8284,98418.173778816,77.9924584600007,17369.16234154001,17.648328225003738,0
B1战法,001282,2026-03-16,2026-03-17,2026-03-26,23.234646,19.576083999999998,4200,97585.5132,82219.55279999999,97615.764709092,63.96152574000601,-15429.921925740011,-15.806793064340821,0
B1战法,000544,2026-03-17,2026-03-18,2026-03-27,8.85177,8.64827,11100,98254.647,95995.797,98285.10594056999,69.81721733999532,-2328.6672173399857,-2.369298170923334,0
B1战法,000571,2026-03-17,2026-03-18,2026-03-27,7.05141,5.958808,13900,98014.599,82827.4312,98044.98352569,64.34377248199492,-15251.511572481992,-15.55562663589591,0
B1战法,000581,2026-03-17,2026-03-18,2026-03-27,23.224643999999998,20.625874,4200,97543.5048,86628.67079999999,97573.743286488,65.75624151600049,-10980.590241516009,-11.253632249483044,0
B1战法,000600,2026-03-17,2026-03-18,2026-03-27,9.561912,10.137972000000001,10300,98487.6936,104421.11160000002,98518.224785016,73.34384077200693,5860.07415922801,5.94821330978681,0
B1战法,000708,2026-03-17,2026-03-18,2026-03-27,16.653329999999997,16.416716,5900,98254.64699999998,96858.6244,98285.10594056998,70.17097657399532,-1466.1935765739763,-1.4917759537854485,0
B1战法,000039,2026-03-18,2026-03-19,2026-03-30,11.482296,11.227754000000001,1200,13778.7552,13473.304800000002,13783.892987551999,11.619851079999282,-317.0702510799965,-2.30029536188606,0
B1战法,000582,2026-03-18,2026-03-19,2026-03-30,10.842168,10.937812,100,1084.2168,1093.7812,1089.2276421679999,10.131158099999954,-0.5667581000000155,-0.0520330257935742,0
