strategy,code,signal_date,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,total_cost,total_fee,profit,return_pct,sell_postpone_days
B1战法,000612,2026-03-10,2026-03-11,2026-03-20,14.412882,11.527694,6900,99448.8858,79541.0886,99479.714954598,63.441000924002786,-19971.23820092401,-20.075689008597152,0
B1战法,000959,2026-03-10,2026-03-11,2026-03-20,5.381076,4.79904,18500,99549.906,88782.23999999999,99580.76647086,67.26118926000325,-10834.927189260008,-10.880542069768662,0
B1战法,002054,2026-03-10,2026-03-11,2026-03-20,9.791958,8.518296,10200,99877.97159999999,86886.6192,99908.933771196,66.58568506800623,-13057.938085067988,-13.069840295736022,0
B1战法,002457,2026-03-10,2026-03-11,2026-03-20,13.522704,11.307738,7300,98715.7392,82546.4874,98746.341079152,64.44593898600368,-16233.697738985997,-16.439796717099185,0
B1战法,002493,2026-03-10,2026-03-11,2026-03-20,13.622723999999998,11.307738,7300,99445.88519999999,82546.4874,99476.713424412,64.67228424600552,-16964.070084245992,-17.053307754418572,0
B1战法,002597,2026-03-10,2026-03-11,2026-03-20,25.445088000000002,22.125574,3900,99235.8432,86289.7386,99266.60631139201,66.14190421800697,-13012.246504218012,-13.108382554551683,0
B1战法,002658,2026-03-10,2026-03-11,2026-03-20,10.842168,9.358127999999999,9200,99747.94559999999,86094.77759999999,99778.86746313599,66.22072195199813,-13719.388721951997,-13.749793990216135,0
B1战法,002785,2026-03-10,2026-03-11,2026-03-20,45.239045999999995,39.79204,2200,99525.9012,87542.488,99556.75422937199,66.74544945199594,-12050.158649451987,-12.103808267683418,0
B1战法,002806,2026-03-10,2026-03-11,2026-03-20,15.623123999999999,14.177164,6400,99987.99359999999,90733.8496,100018.98987801599,68.19715635199854,-9322.341156351991,-9.320571191252379,0
B1战法,002911,2026-03-10,2026-03-11,2026-03-20,14.842967999999999,14.737052,6700,99447.8856,98738.2484,99478.71444453599,71.31152637999399,-780.9487263799965,-0.7850410318836718,0
B1战法,300107,2026-03-10,2026-03-11,2026-03-20,8.481696,7.088582,11700,99235.84319999999,82936.40939999999,99266.606311392,64.76703924600697,-16364.200839246012,-16.48510153345298,0
B1战法,300320,2026-03-10,2026-03-11,2026-03-20,11.262252,10.667866,8800,99107.8176,93877.2208,99138.541023456,69.21308398400191,-5299.809883983995,-5.34586229459446,0
B1战法,300828,2026-03-10,2026-03-11,2026-03-20,21.924384,19.89602,4500,98659.728,89532.09,98690.31251568001,67.29267258000601,-9194.930672580012,-9.31695364843344,0
B1战法,300881,2026-03-10,2026-03-11,2026-03-20,50.600118,43.871224000000005,1900,96140.2242,83355.32560000001,96170.027669502,63.979152998003286,-12848.877752997985,-13.360584440252477,0
B1战法,300991,2026-03-10,2026-03-11,2026-03-20,57.66153,53.729252,1700,98024.601,91339.7284,98054.98862630999,67.83691495399555,-6752.709514953982,-6.886655752609107,0
B1战法,600136,2026-03-10,2026-03-11,2026-03-20,1.830366,1.729654,54600,99937.98359999999,94439.1084,99968.96437491599,69.70080935999542,-5568.5760093599965,-5.570304788270121,0
B1战法,600273,2026-03-10,2026-03-11,2026-03-20,10.562112,9.118176,9400,99283.85280000001,85710.8544,99314.63079436801,65.91944467200705,-13638.917844672018,-13.733039870944635,0
B1战法,600428,2026-03-10,2026-03-11,2026-03-20,7.941588,7.988402000000001,12500,99269.85,99855.02500000001,99300.6236535,71.71421375000037,513.4607862499979,0.5170771011888808,0
B1战法,603282,2026-03-10,2026-03-11,2026-03-20,22.524504,20.29594,4400,99107.8176,89302.13600000001,99138.541023456,67.33729921600191,-9873.018899215982,-9.958809961587031,0
B1战法,603565,2026-03-10,2026-03-11,2026-03-20,10.872174,11.167766,9100,98936.7834,101626.6706,98967.453802854,72.33733779999707,2617.5498622000014,2.644859255866313,0
B1战法,603612,2026-03-10,2026-03-11,2026-03-20,31.396278,26.824634,3100,97328.46179999999,83156.3654,97358.63362315799,64.26593297200164,-14236.362332972,-14.622598739497613,0
B1战法,603867,2026-03-10,2026-03-11,2026-03-20,34.486895999999994,30.263946,2900,100011.99839999998,87765.4434,100043.00211950399,66.98755129800585,-12313.542551297985,-12.308249743034636,0
B1战法,603968,2026-03-10,2026-03-11,2026-03-20,14.432886,13.79724,6900,99586.9134,95200.956,99617.785343154,69.90433511399392,-4455.861735113998,-4.472958036323398,0
B1战法,688200,2026-03-10,2026-03-11,2026-03-20,263.012592,269.946,300,78903.7776,80983.8,78928.237771056,57.66352905599458,2022.3588709440082,2.5622754644670827,0
B1战法,000779,2026-03-10,2026-03-11,2026-03-23,9.801960000000001,8.378324000000001,10200,99979.99200000001,85458.9048,100010.98579752001,66.03194848800095,-14587.119148488011,-14.58551681314367,1
B1战法,002283,2026-03-10,2026-03-11,2026-03-23,9.741948,8.478304000000001,10200,99367.8696,86478.70080000002,99398.67363957601,66.26030690400357,-12955.42910690399,-13.033804810998737,1
B1战法,600150,2026-03-10,2026-03-11,2026-03-23,37.017402,31.123774,2700,99946.98539999999,84034.18980000001,99977.96896547399,65.4375832920018,-15978.233183291988,-15.981754129062024,1
B1战法,600309,2026-03-10,2026-03-11,2026-03-23,88.22764199999999,74.99499800000001,1100,97050.40619999998,82494.49780000001,97080.49182592198,63.90837002000178,-14619.81677001997,-15.059479505146319,1
