strategy,code,signal_date,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,total_cost,total_fee,profit,return_pct,sell_postpone_days
B1战法,000554,2026-03-12,2026-03-13,2026-03-24,9.731946,8.488302000000001,10200,99265.84920000001,86580.68040000001,99296.621613252,66.2704922159943,-12751.43929221599,-12.841765495185989,0
B1战法,000637,2026-03-12,2026-03-13,2026-03-24,5.0009999999999994,4.519095999999999,20000,100019.99999999999,90381.91999999998,100051.00619999999,68.06278720000344,-9706.142787200006,-9.701194576491933,0
B1战法,000778,2026-03-12,2026-03-13,2026-03-24,4.940988,4.459108,20200,99807.9576,90073.9816,99838.898066856,67.87079931200188,-9801.846799312,-9.8176632445886,0
B1战法,300254,2026-03-12,2026-03-13,2026-03-24,11.95239,11.087782,8300,99204.837,92028.59060000001,99235.59049947,68.48522161599632,-7244.731621615982,-7.300537624809795,0
B1战法,300304,2026-03-12,2026-03-13,2026-03-24,14.392878,12.64747,6900,99310.8582,87267.543,99341.644566042,66.5660586719971,-12109.881258672001,-12.190135679323683,0
B1战法,600010,2026-03-12,2026-03-13,2026-03-24,2.930586,2.509498,34100,99932.9826,85573.88179999999,99963.961824606,66.0645161439951,-14425.165316144004,-14.430365756665386,0
B1战法,600339,2026-03-12,2026-03-13,2026-03-24,4.530906,4.039192,22000,99679.932,88862.224,99710.83277892,67.3342907599968,-10885.04229076,-10.916609547223862,0
B1战法,600388,2026-03-12,2026-03-13,2026-03-24,19.723944,18.516296,5000,98619.72,92581.48,98650.2921132,68.53052000000352,-6106.7705200000055,-6.190321781300517,0
B1战法,600507,2026-03-12,2026-03-13,2026-03-24,6.911382,5.768846,14400,99523.90079999999,83071.3824,99554.75320924798,64.91167603199291,-16517.430076031975,-16.59130231714302,0
B1战法,600583,2026-03-12,2026-03-13,2026-03-24,7.121424,6.4987,14000,99699.936,90981.8,99730.84298016,68.20951815999805,-8786.34551816,-8.810058408819343,0
B1战法,600688,2026-03-12,2026-03-13,2026-03-24,3.35067,2.919416,29800,99849.966,86998.5968,99880.91948946,66.62291414799284,-12917.992114148,-12.933393264877965,0
B1战法,601619,2026-03-12,2026-03-13,2026-03-24,6.55131,5.7588479999999995,15200,99579.912,87534.48959999999,99610.78177272,66.75891345600513,-12112.181313456022,-12.159508336248331,0
B1战法,601958,2026-03-12,2026-03-13,2026-03-24,22.80456,18.19636,4300,98059.608,78244.348,98090.00647847999,62.47866115999772,-19877.738661159994,-20.26479493150098,0
B1战法,603303,2026-03-12,2026-03-13,2026-03-24,14.75295,13.587282,6700,98844.765,91034.7894,98875.40687715,67.96614080400298,-7877.941740804003,-7.967544194879654,0
B1战法,603685,2026-03-12,2026-03-13,2026-03-24,27.785556,27.314536,3500,97249.446,95600.876,97279.59332826,69.34368742000545,-1717.9136874200049,-1.7659548407270593,0
B1战法,603867,2026-03-12,2026-03-13,2026-03-24,33.466692,29.19416,2900,97053.40680000001,84663.064,97083.49335610801,64.79841234799906,-12455.141212348011,-12.829308857543698,0
B1战法,001282,2026-03-13,2026-03-16,2026-03-25,22.794558,20.085982,4300,98016.59939999999,86369.72260000001,98046.98454581399,65.79673207999795,-11712.673532079978,-11.945980374956914,0
B1战法,002318,2026-03-13,2026-03-16,2026-03-25,32.90658,30.623874,3000,98719.73999999999,91871.622,98750.34311939999,68.2704844199952,-6916.388484419978,-7.003913369756404,0
B1战法,002443,2026-03-13,2026-03-16,2026-03-25,9.481896,8.738252000000001,10500,99559.90800000001,91751.64600000001,99590.77157148001,68.4817463400039,-7876.743746340013,-7.909110073202495,0
B1战法,002493,2026-03-13,2026-03-16,2026-03-25,13.582716,11.94761,7300,99153.8268,87217.553,99184.564486308,66.49688303799896,-12002.77068303799,-12.101450205686916,0
B1战法,002615,2026-03-13,2026-03-16,2026-03-25,8.731746000000001,7.6484700000000005,11400,99541.90440000001,87192.558,99572.76239036402,66.60693914400568,-12415.95333914402,-12.469226564658964,0
B1战法,002628,2026-03-13,2026-03-16,2026-03-25,5.191038000000001,5.04899,19200,99667.92960000002,96940.608,99698.82665817601,70.64270745599315,-2797.9643074560154,-2.806416485771713,0
B1战法,300506,2026-03-13,2026-03-16,2026-03-25,5.101019999999999,4.779044000000001,19600,99979.99199999998,93669.26240000002,100010.98579751998,69.39819510400096,-6380.1277951039665,-6.379426964174748,0
B1战法,300881,2026-03-13,2026-03-16,2026-03-25,46.559309999999996,43.771244,2100,97774.55099999999,91919.61240000001,97804.86111080999,67.99715189399451,-5922.93575189398,-6.055870520774494,0
B1战法,301203,2026-03-13,2026-03-16,2026-03-25,43.088615999999995,40.681861999999995,2300,99103.81679999999,93568.28259999999,99134.53898320798,69.08517907399583,-5604.619379073993,-5.653548638606508,0
B1战法,301285,2026-03-13,2026-03-16,2026-03-25,78.55570800000001,79.404116,1200,94266.84960000002,95284.93920000001,94296.07232337602,68.28954844800589,949.8000515519816,1.0072530362609027,0
B1战法,603379,2026-03-13,2026-03-16,2026-03-25,68.593716,62.877422,1400,96031.2024,88028.39080000001,96060.972072744,65.86131297200522,-8068.67291297199,-8.399532858007968,0
B1战法,603727,2026-03-13,2026-03-16,2026-03-25,17.683536,20.335932,5600,99027.8016,113881.21919999999,99058.500218496,77.38991836799693,14776.027681631982,14.916466178106976,0
B1战法,688184,2026-03-13,2026-03-16,2026-03-25,10.60212,9.878024000000002,9400,99659.928,92853.42560000002,99690.82257768,68.96448217599557,-6875.466882175984,-6.896790200340215,0
