strategy,code,signal_date,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,total_cost,total_fee,profit,return_pct,sell_postpone_days
暴力K战法,001216,2026-03-10,2026-03-11,2026-03-20,21.574314,18.236352,4600,99241.8444,83887.2192,99272.609371764,65.15873163600153,-15419.78393163599,-15.532767829130742,0
暴力K战法,001332,2026-03-10,2026-03-11,2026-03-20,66.883374,53.829232000000005,1400,93636.7236,75360.92480000001,93665.750984316,59.92536348399574,-18335.72416348399,-19.57569759575647,0
暴力K战法,002335,2026-03-10,2026-03-11,2026-03-20,69.833964,62.93741000000001,1400,97767.5496,88112.37400000001,97797.857540376,66.43401371600572,-9721.609613715991,-9.940513890810347,0
暴力K战法,002394,2026-03-10,2026-03-11,2026-03-20,16.013202,14.257148,6200,99281.8524,88394.31760000001,99312.62977424401,67.01904446000403,-10954.553844459995,-11.030373346634486,0
暴力K战法,300629,2026-03-10,2026-03-11,2026-03-20,28.30566,23.64527,3500,99069.81,82758.445,99100.5216411,64.64260355000246,-16376.007603549995,-16.524643192956077,0
暴力K战法,300661,2026-03-10,2026-03-11,2026-03-20,75.11501999999999,71.28574,1300,97649.52599999998,92671.462,97679.79735305998,68.26665248000127,-5046.330652479985,-5.166196889455258,0
暴力K战法,300811,2026-03-10,2026-03-11,2026-03-20,92.91858,78.204356,1000,92918.58,78204.356,92947.3847598,60.86854575999756,-14775.092545759995,-15.89618963883991,0
暴力K战法,300964,2026-03-10,2026-03-11,2026-03-20,65.25304799999999,66.766644,1500,97879.57199999999,100149.966,97909.91466731999,71.40415338000105,2198.98984662001,2.2459317364250353,0
暴力K战法,301132,2026-03-10,2026-03-11,2026-03-20,41.888376,39.4921,2300,96343.2648,90831.83,96373.131212088,67.10746238799847,-5578.542262388,-5.788482943561648,0
暴力K战法,301216,2026-03-10,2026-03-11,2026-03-20,24.834965999999998,25.594880000000003,4000,99339.86399999999,102379.52000000002,99370.65935783999,72.77096104000472,2966.8850389600266,2.9856751058439563,0
暴力K战法,301369,2026-03-10,2026-03-11,2026-03-20,145.029,137.242546,600,87017.4,82345.5276,87044.37539399999,60.73706031599369,-4732.609460315987,-5.437007777807787,0
暴力K战法,301392,2026-03-10,2026-03-11,2026-03-20,129.56590799999998,115.136968,700,90696.13559999998,80595.87759999999,90724.25140203598,61.16011185200169,-10161.418111851992,-11.200332827021766,0
暴力K战法,301479,2026-03-10,2026-03-11,2026-03-20,97.0194,97.4805,1000,97019.40000000001,97480.5,97049.47601400001,70.04301900000567,391.056980999987,0.4029459993617837,0
暴力K战法,603290,2026-03-10,2026-03-11,2026-03-20,109.631922,108.748246,900,98668.7298,97873.42139999999,98699.317106238,70.71540901199783,-866.023809012011,-0.8774364751478879,0
暴力K战法,603610,2026-03-10,2026-03-11,2026-03-20,20.194038000000003,16.936612,4900,98950.78620000002,82989.3988,98981.46094372202,64.70039723000377,-16026.087797230022,-16.190999450232393,0
暴力K战法,688057,2026-03-10,2026-03-11,2026-03-20,13.772753999999999,12.387522,7200,99163.82879999999,89190.1584,99194.56958692799,67.30875187199958,-10040.979151871987,-10.122508917257505,0
暴力K战法,688648,2026-03-10,2026-03-11,2026-03-23,66.173232,51.449708,1500,99259.848,77174.562,99290.61855288,62.41212329999974,-22147.698123299997,-22.30593226841932,1
