date,open,close,high,low,volume
2019-11-06,76.23,83.17,90.11,76.23,338239.82
2019-11-07,87.96,89.43,90.77,83.7,131505.56
2019-11-08,88.11,97.73,101.52,86.12,115513.13
2019-11-11,98.22,95.79,100.55,93.43,82115.27
2019-11-12,94.69,91.98,97.59,86.86,107842.15
2019-11-13,91.09,94.8,96.75,88.55,59784.31
2019-11-14,94.01,92.46,95.97,92.02,45476.03
2019-11-15,91.87,97.1,100.35,90.92,59368.3
2019-11-18,96.96,91.8,99.17,89.91,65331.67
2019-11-19,91.8,92.94,94.21,90.4,36303.77
2019-11-20,92.36,92.94,96.64,91.99,38306.34
2019-11-21,92.02,90.94,95.16,89.8,32176.64
2019-11-22,90.09,84.7,91.38,84.64,48131.03
2019-11-25,84.11,83.9,84.7,81.24,28934.87
2019-11-26,84.05,84.08,85.08,82.28,19976.66
2019-11-27,84.25,80.6,84.57,78.97,42931.64
2019-11-28,80.17,81.48,82.55,80.16,17934.35
2019-11-29,81.48,78.46,81.8,77.21,31463.09
2019-12-02,78.19,77.21,80.13,76.31,31225.53
2019-12-03,77.41,78.2,78.95,76.78,24149.35
2019-12-04,77.38,79.36,81.58,77.21,22588.82
2019-12-05,80.08,78.36,80.39,77.37,23998.14
2019-12-06,77.7,77.8,79.46,77.7,13416.69
2019-12-09,77.8,80.34,80.36,77.58,18008.07
2019-12-10,80.43,81.8,84.97,79.02,42160.44
2019-12-11,81.02,80.14,82.87,79.94,16946.16
2019-12-12,80.14,80.9,82.28,80.14,18955.69
2019-12-13,81.12,81.3,82.11,80.62,12966.74
2019-12-16,81.48,81.67,81.78,79.54,18830.93
2019-12-17,81.61,82.56,84.85,81.24,24801.4
2019-12-18,82.26,83.76,85.08,82.26,24528.84
2019-12-19,83.85,83.77,86.2,83.26,17029.09
2019-12-20,83.15,81.92,84.7,81.92,12858.28
2019-12-23,81.42,76.99,81.92,76.99,26645.86
2019-12-24,77.17,78.38,78.62,77.09,16734.03
2019-12-25,78.65,77.64,79.65,77.5,14026.86
2019-12-26,77.03,81.5,82.1,77.03,22261.48
2019-12-27,81.85,79.16,82.49,78.95,14137.29
2019-12-30,78.3,81.31,81.59,78.2,14294.74
2019-12-31,81.6,81.51,81.98,79.36,16693.98
2020-01-02,82.0,83.1,84.59,81.67,24884.47
2020-01-03,84.32,81.47,84.52,80.9,21845.88
2020-01-06,80.53,82.1,82.58,79.85,19395.07
2020-01-07,82.0,82.36,82.54,81.0,21652.91
2020-01-08,81.12,80.36,81.58,79.16,18320.0
2020-01-09,80.53,82.92,83.66,80.53,24377.1
2020-01-10,82.63,81.74,83.56,81.12,19551.76
2020-01-13,81.12,80.3,81.13,78.77,32672.89
2020-01-14,80.53,81.89,82.88,79.74,28014.7
2020-01-15,81.36,81.17,82.0,80.14,16662.63
2020-01-16,81.25,87.92,89.38,80.79,61031.13
2020-01-17,88.94,89.61,92.68,88.23,53156.77
2020-01-20,88.74,90.3,90.68,87.16,44089.43
2020-01-21,90.3,87.37,91.87,86.59,34995.8
2020-01-22,86.4,87.1,87.66,84.54,29666.69
2020-01-23,85.71,83.07,86.96,82.1,36669.04
2020-02-03,70.38,75.29,78.06,70.37,42322.08
2020-02-04,76.23,79.75,80.48,75.25,24317.74
2020-02-05,79.49,80.98,82.55,78.97,32946.53
2020-02-06,80.14,81.2,81.8,79.14,43217.23
2020-02-07,80.63,79.92,82.38,78.07,33606.47
2020-02-10,79.16,81.51,82.48,77.87,31929.77
2020-02-11,82.15,79.26,82.15,78.38,21413.05
2020-02-12,79.26,80.24,81.11,79.05,20632.38
2020-02-13,80.22,84.78,85.13,79.65,46143.03
2020-02-14,85.81,82.78,86.86,81.9,33375.82
2020-02-17,82.84,84.58,84.93,82.11,23147.36
2020-02-18,84.63,83.71,85.51,82.29,23888.27
2020-02-19,84.54,91.97,96.16,84.44,67348.32
2020-02-20,91.14,90.24,93.67,89.13,40352.58
2020-02-21,90.24,88.08,90.24,87.48,33261.18
2020-02-24,87.96,87.0,87.96,85.03,31739.17
2020-02-25,85.03,87.23,87.92,84.57,29216.69
2020-02-26,85.69,83.08,86.28,83.07,28342.86
2020-02-27,83.35,85.91,86.1,82.94,22503.52
2020-02-28,83.57,84.44,87.84,83.12,32618.95
2020-03-02,84.73,87.57,89.87,84.73,25352.45
2020-03-03,88.39,89.39,89.52,87.32,22460.03
2020-03-04,88.91,88.93,89.87,87.76,18601.63
2020-03-05,89.29,90.89,94.18,88.5,33141.71
2020-03-06,89.85,86.79,89.85,85.9,26031.82
2020-03-09,84.86,83.19,87.08,83.08,28489.35
2020-03-10,81.17,84.14,84.61,80.22,22925.59
2020-03-11,84.14,84.0,86.19,83.58,13996.17
2020-03-12,82.6,81.39,82.68,80.5,15509.92
2020-03-13,76.23,82.66,83.12,75.25,16010.53
2020-03-16,83.02,77.21,83.99,76.47,18553.02
2020-03-17,78.19,76.72,80.97,75.61,19019.09
2020-03-18,77.99,75.22,78.76,75.06,14233.05
2020-03-19,74.86,75.3,76.03,73.44,15175.08
2020-03-20,76.44,78.2,78.67,76.44,14790.49
2020-03-23,76.11,77.13,78.04,75.27,15272.37
2020-03-24,78.48,77.94,79.15,75.36,12159.12
2020-03-25,79.51,79.44,80.12,78.86,8748.53
2020-03-26,78.94,78.09,79.75,77.87,7384.25
2020-03-27,79.09,77.06,79.16,76.53,8894.87
2020-03-30,75.25,75.49,76.02,74.16,11058.85
2020-03-31,76.23,74.61,76.6,74.37,6626.64
2020-04-01,74.26,74.57,75.62,73.89,5949.84
2020-04-02,74.27,76.51,76.82,73.98,6606.28
2020-04-03,76.33,76.19,78.01,75.95,7226.29
2020-04-07,77.7,77.69,77.96,76.91,7667.58
2020-04-08,77.25,79.16,79.18,77.11,7256.69
2020-04-09,79.46,79.36,80.36,78.77,8341.27
2020-04-10,78.72,78.27,79.36,77.7,9948.83
2020-04-13,78.19,78.44,79.72,76.29,9314.79
2020-04-14,78.82,81.16,81.7,78.64,10363.39
2020-04-15,80.92,79.44,82.23,79.2,12512.17
2020-04-16,78.48,78.63,79.89,78.48,8477.78
2020-04-17,79.07,81.41,81.9,79.07,16568.99
2020-04-20,81.12,86.2,86.3,80.83,18424.56
2020-04-21,85.32,85.52,86.2,83.22,12634.64
2020-04-22,84.93,88.25,90.29,84.83,23195.12
2020-04-23,88.94,88.74,90.19,87.67,12214.02
2020-04-24,88.94,89.47,89.5,86.98,12280.13
2020-04-27,89.33,88.97,92.24,88.07,11153.65
2020-04-28,89.03,89.52,89.82,83.35,14718.23
2020-04-29,90.48,85.97,90.77,85.97,12915.41
