date,open,close,high,low,volume
2019-01-02,2.9,2.88,2.92,2.86,52506.0
2019-01-03,2.9,2.86,2.94,2.86,70368.24
2019-01-04,2.84,3.0,3.03,2.8,156373.38
2019-01-07,3.0,3.03,3.04,2.98,138463.7
2019-01-08,3.04,3.1,3.12,3.0,164825.45
2019-01-09,3.08,3.18,3.3,3.06,251266.03
2019-01-10,3.15,3.06,3.16,3.05,143351.12
2019-01-11,3.06,3.09,3.14,3.03,98473.8
2019-01-14,3.07,3.05,3.12,3.03,94958.26
2019-01-15,3.04,3.16,3.19,3.02,166570.82
2019-01-16,3.13,3.23,3.38,3.1,383696.85
2019-01-17,3.22,3.24,3.29,3.18,214690.73
2019-01-18,3.24,3.18,3.24,3.17,148399.36
2019-01-21,3.19,3.1,3.21,3.1,110982.0
2019-01-22,3.12,3.08,3.14,3.07,71074.66
2019-01-23,3.07,3.14,3.2,3.06,97432.7
2019-01-24,3.17,3.19,3.27,3.13,175289.93
2019-01-25,3.29,3.16,3.33,3.16,156294.0
2019-01-28,3.15,3.13,3.22,3.11,115599.21
2019-01-29,3.14,3.11,3.18,2.9,155874.42
2019-01-30,3.21,3.14,3.32,3.12,335865.03
2019-01-31,2.94,2.96,3.09,2.92,213389.97
2019-02-01,2.99,3.01,3.04,2.98,84674.01
2019-02-11,3.03,3.07,3.08,3.01,79639.23
2019-02-12,3.06,3.14,3.15,3.05,111718.01
2019-02-13,3.15,3.2,3.21,3.12,155975.64
2019-02-14,3.19,3.2,3.27,3.19,182444.53
2019-02-15,3.19,3.21,3.26,3.17,156200.19
2019-02-18,3.22,3.29,3.32,3.22,189448.37
2019-02-19,3.3,3.39,3.41,3.26,306039.83
2019-02-20,3.36,3.32,3.38,3.28,192468.8
2019-02-21,3.33,3.29,3.4,3.26,221570.71
2019-02-22,3.3,3.55,3.62,3.28,554447.43
2019-02-25,3.62,3.85,3.9,3.43,686106.9
2019-02-26,3.82,3.68,3.83,3.65,564203.01
2019-02-27,3.88,3.89,4.05,3.79,777364.21
2019-02-28,3.85,3.71,3.85,3.62,576291.44
2019-03-01,3.68,3.75,3.84,3.66,325613.15
2019-03-04,3.84,3.85,3.96,3.76,543363.21
2019-03-05,3.81,4.05,4.08,3.77,640803.34
2019-03-06,4.03,4.05,4.07,3.93,564311.93
2019-03-07,4.05,4.09,4.17,3.99,506143.26
2019-03-08,3.96,3.81,4.04,3.8,490660.94
2019-03-11,3.83,3.99,3.99,3.82,347443.29
2019-03-12,4.01,4.12,4.17,3.98,537931.67
2019-03-13,4.16,4.1,4.35,4.05,629199.8
2019-03-14,4.05,3.93,4.16,3.84,390264.55
2019-03-15,3.96,4.05,4.19,3.94,452078.58
2019-03-18,4.15,4.1,4.19,4.03,338628.58
2019-03-19,4.16,4.18,4.28,4.05,414095.6
2019-03-20,4.22,4.33,4.46,4.18,687560.92
2019-03-21,4.36,4.45,4.56,4.26,732824.89
2019-03-22,4.42,4.63,4.69,4.29,741156.98
2019-03-25,5.09,5.09,5.09,4.87,771737.14
2019-03-26,5.34,4.76,5.52,4.69,1733640.55
2019-03-27,4.58,4.58,4.69,4.38,902645.87
2019-03-28,4.54,4.25,4.54,4.24,705369.43
2019-03-29,4.22,4.34,4.37,4.11,554923.02
2019-04-01,4.33,4.45,4.46,4.3,536498.36
2019-04-02,4.46,4.49,4.58,4.38,546088.08
2019-04-03,4.45,4.51,4.51,4.39,398875.46
2019-04-04,4.49,4.46,4.54,4.43,329737.82
2019-04-08,4.51,4.38,4.53,4.3,347981.32
2019-04-09,4.38,4.39,4.41,4.3,218594.92
2019-04-10,4.41,4.46,4.49,4.34,304100.16
2019-04-11,4.46,4.3,4.46,4.3,249259.14
2019-04-12,4.3,4.24,4.34,4.18,245668.15
2019-04-15,4.29,4.22,4.35,4.22,209416.24
2019-04-16,4.18,4.26,4.28,4.09,209289.92
2019-04-17,4.27,4.28,4.34,4.24,193613.71
2019-04-18,4.27,4.23,4.28,4.2,162654.45
2019-04-19,4.24,4.3,4.3,4.19,155533.32
2019-04-22,4.29,4.29,4.37,4.27,174659.42
2019-04-23,4.29,4.15,4.31,4.13,176237.21
2019-04-24,4.19,4.19,4.22,4.1,130316.91
2019-04-25,4.21,4.0,4.22,3.97,184557.52
2019-04-26,3.97,3.92,4.03,3.92,110503.61
2019-04-29,3.92,3.7,3.95,3.67,215639.5
2019-04-30,3.72,3.79,3.83,3.71,110130.02
2019-05-06,3.62,3.46,3.68,3.43,217381.62
2019-05-07,3.48,3.5,3.54,3.43,112598.06
2019-05-08,3.45,3.53,3.62,3.39,145353.52
2019-05-09,3.53,3.52,3.57,3.5,83864.9
