strategy,code,signal_date,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,total_cost,total_fee,profit,return_pct,sell_postpone_days
暴力K战法,000659,2026-03-26,2026-03-27,2026-04-08,4.480896,4.079184000000001,22300,99923.9808,90965.80320000001,99954.95723404801,68.27241336000328,-9026.450013359994,-9.030517608270541,0
暴力K战法,000927,2026-03-26,2026-03-27,2026-04-08,3.35067,3.129374,29800,99849.966,93255.3452,99880.91948946,69.18818099199285,-6663.808980991991,-6.671753739406849,0
暴力K战法,000965,2026-03-26,2026-03-27,2026-04-08,3.970794,3.69926,25100,99666.92940000001,92851.426,99697.826148114,68.96583277399891,-6884.469232774005,-6.9053353505885235,0
暴力K战法,001283,2026-03-26,2026-03-27,2026-04-08,72.31446,66.13677000000001,1300,94008.798,85977.80100000002,94037.94072737999,64.39362578999273,-8095.390625789965,-8.608643025540989,0
暴力K战法,001367,2026-03-26,2026-03-27,2026-04-08,23.95479,25.404918000000002,4100,98214.639,104160.16380000001,98245.08553808999,73.15220524799284,5872.372594752014,5.9772685448731915,0
暴力K战法,002705,2026-03-26,2026-03-27,2026-04-08,14.472894,15.056988,6900,99862.96860000001,103893.2172,99893.92612026601,73.5537393180053,3956.6948606819933,3.960896337098996,0
暴力K战法,603229,2026-03-26,2026-03-27,2026-04-08,9.541908,10.09798,10400,99235.84319999999,105018.992,99266.606311392,73.82089811200697,5709.327901887998,5.7515091066760755,0
暴力K战法,603520,2026-03-26,2026-03-27,2026-04-08,10.282055999999999,10.757848,9700,99735.9432,104351.1256,99766.86134239199,73.70210388799447,4541.480296112015,4.552092984589355,0
暴力K战法,603601,2026-03-26,2026-03-27,2026-04-08,12.90258,14.257148,7700,99349.86600000001,109780.0396,99380.66445846001,75.80827469600536,10354.365325303996,10.41889323413812,0
暴力K战法,603937,2026-03-26,2026-03-27,2026-04-08,13.662732,14.74705,7300,99737.9436,107653.465,99768.862362516,75.05668316599751,7840.464716834002,7.858628966165029,0
暴力K战法,000989,2026-03-27,2026-03-30,2026-04-09,9.321864,9.538091999999999,10700,99743.9448,102057.58439999999,99774.865422888,72.76423249200661,2240.8753675079934,2.245931736425018,0
暴力K战法,002209,2026-03-27,2026-03-30,2026-04-09,16.363272,15.436912,6100,99815.9592,94165.1632,99846.902147352,69.55066426399947,-5720.346664263998,-5.7291178206230455,0
暴力K战法,002466,2026-03-27,2026-03-30,2026-04-09,58.031604,57.63847,1700,98653.7268,97985.39899999999,98684.309455308,70.75666889799689,-739.0844688980142,-0.7489381776874363,0
暴力K战法,002755,2026-03-27,2026-03-30,2026-04-09,15.443088,15.476904000000001,6400,98835.7632,99052.18560000001,98866.402286592,71.25048268799661,145.17191731200728,0.14683645197403436,0
暴力K战法,300057,2026-03-27,2026-03-30,2026-04-09,6.771354,6.958608,14700,99538.9038,102291.5376,99569.760860178,72.79659059399384,2679.8372094060032,2.6914167376269953,0
暴力K战法,300204,2026-03-27,2026-03-30,2026-04-09,28.455689999999997,28.854228,3500,99594.915,100989.798,99625.78942365,72.28024083000606,1322.6027591699967,1.3275706690219975,0
暴力K战法,300858,2026-03-27,2026-03-30,2026-04-09,17.683536,18.126374,5600,99027.8016,101507.6944,99058.500218496,72.31677319999693,2407.5760267999867,2.430458791006861,0
暴力K战法,301152,2026-03-27,2026-03-30,2026-04-09,29.415882,27.854428,3400,100013.9988,94705.0552,100045.003139628,69.83341225999433,-5378.77701225999,-5.376357482595198,0
暴力K战法,301201,2026-03-27,2026-03-30,2026-04-09,48.889776000000005,52.9894,2000,97779.55200000001,105978.8,97809.86366112,73.76296911999482,8125.485030879994,8.307429053405297,0
暴力K战法,600748,2026-03-27,2026-03-30,2026-04-09,5.361072,5.008998,18600,99715.93920000001,93167.3628,99746.851141152,69.11055989999323,-6617.686959900006,-6.634482075564772,0
暴力K战法,603213,2026-03-27,2026-03-30,2026-04-09,14.10282,13.39732,7000,98719.73999999999,93781.24,98750.34311939999,69.05342779999519,-5007.553427799983,-5.070922560487007,0
暴力K战法,603288,2026-03-27,2026-03-30,2026-04-09,39.817962,41.14177,2500,99544.905,102854.425,99575.76392055,73.02923480000294,3236.4907651999965,3.250279624048221,0
暴力K战法,603324,2026-03-27,2026-03-30,2026-04-09,24.944988000000002,25.704858,4000,99779.952,102819.432,99810.88378512001,73.08775224000304,2966.392247759999,2.972012805884236,0
暴力K战法,605388,2026-03-27,2026-03-30,2026-04-09,6.961392,6.558688,14300,99547.9056,93789.2384,99578.765450736,69.31343848000023,-5827.980638480003,-5.852633954739321,0
暴力K战法,688068,2026-03-27,2026-03-30,2026-04-09,127.315458,120.15596400000001,700,89120.8206,84109.17480000001,89148.44805438601,62.112216054005415,-5073.758016054009,-5.691358769317786,0
暴力K战法,688605,2026-03-27,2026-03-30,2026-04-09,59.691936,62.517494,1600,95507.0976,100027.9904,95536.70480025599,70.61867631999584,4450.274123680007,4.6581825623821205,0
暴力K战法,000048,2026-03-30,2026-03-31,2026-04-10,23.304660000000002,15.34693,4200,97879.57200000001,64457.106,97909.91466732002,56.77008078000105,-33479.236080780014,-34.19391814867405,0
暴力K战法,002370,2026-03-30,2026-03-31,2026-04-10,7.181436,7.3085379999999995,13900,99821.9604,101588.6782,99852.90520772399,72.596165785994,1694.1216342140106,1.6966172698628341,0
暴力K战法,002858,2026-03-30,2026-03-31,2026-04-10,15.853169999999999,14.937012,6300,99874.97099999999,94103.1756,99905.93224100998,69.54354300599441,-5841.338943005976,-5.846838933362346,0
暴力K战法,300457,2026-03-30,2026-03-31,2026-04-10,27.15543,27.89442,3600,97759.548,100419.912,97789.85345987999,71.47762379999358,2588.886376200011,2.6473977458838784,0
暴力K战法,300585,2026-03-30,2026-03-31,2026-04-10,16.673334,16.076784,5900,98372.6706,94853.0256,98403.166127886,69.38526838199977,-3589.0302683820046,-3.647271129180595,0
暴力K战法,301153,2026-03-30,2026-03-31,2026-04-10,24.134825999999997,24.74505,4100,98952.78659999999,101454.705,98983.461963846,72.2717928960068,2429.646607104005,2.454598534845589,0
暴力K战法,301239,2026-03-30,2026-03-31,2026-04-10,36.437286,38.94221,2700,98380.6722,105143.967,98411.170208382,73.60703485199735,6689.687765148003,6.797691513049624,0
暴力K战法,301280,2026-03-30,2026-03-31,2026-04-10,57.5115,56.4887,1700,97769.55,96030.79000000001,97799.8585605,69.68118439999421,-1808.4411843999842,-1.8491245396651201,0
暴力K战法,600867,2026-03-30,2026-03-31,2026-04-10,9.5019,9.958008000000001,10500,99769.95,104559.08400000002,99800.8786845,73.79790894000243,4715.336091060017,4.724744063593453,0
暴力K战法,600955,2026-03-30,2026-03-31,2026-04-10,18.743747999999997,17.916416,5300,99341.86439999998,94957.00480000001,99372.66037796397,69.72834993199322,-4454.587949931956,-4.482709764425072,0
暴力K战法,601000,2026-03-30,2026-03-31,2026-04-10,4.580916,4.74905,21800,99863.9688,103529.29000000001,99894.926630328,73.40483922799955,3591.916360772011,3.5956944781232854,0
暴力K战法,601702,2026-03-30,2026-03-31,2026-04-10,19.693938,19.876024,5000,98469.69,99380.12000000001,98500.2156039,71.27145309999418,839.1585469000129,0.8519357462876329,0
暴力K战法,603122,2026-03-30,2026-03-31,2026-04-10,16.973394,17.366526,5800,98445.68519999999,100725.8508,98476.203362412,71.8157612400014,2208.349838760012,2.2425213029718924,0
暴力K战法,603127,2026-03-30,2026-03-31,2026-04-10,32.0064,38.272344000000004,3100,99219.84,118644.26640000001,99250.5981504,79.40229962399725,19345.024100376017,19.491090694548173,0
暴力K战法,603239,2026-03-30,2026-03-31,2026-04-10,23.394678,25.664866000000004,4200,98257.6476,107792.43720000001,98288.107470756,74.65477000800715,9460.134829992006,9.624902822354894,0
暴力K战法,603271,2026-03-30,2026-03-31,2026-04-10,47.119422,47.910416000000005,2100,98950.7862,100611.8736,98981.460943722,71.92561189800377,1589.1617881020065,1.6055145811654143,0
暴力K战法,603358,2026-03-30,2026-03-31,2026-04-10,33.85677,34.373124000000004,2900,98184.63299999999,99682.05960000001,98215.07023622999,71.30688066600551,1426.1197193340195,1.4520375701039272,0
暴力K战法,688156,2026-03-30,2026-03-31,2026-04-10,23.414682,24.175164,4200,98341.6644,101535.68879999999,98372.150315964,72.11554837200364,3121.908851627988,3.1735697975500687,0
暴力K战法,688163,2026-03-30,2026-03-31,2026-04-10,26.935385999999998,30.54389,3700,99660.9282,113012.39300000001,99691.823087742,77.22996887200436,13274.234831128007,13.315269417277007,0
暴力K战法,000753,2026-03-30,2026-03-31,2026-04-13,7.141427999999999,6.818636000000001,14000,99979.992,95460.90400000001,100010.98579752,70.13276816000095,-4589.220768159983,-4.588716661038835,1
暴力K战法,603023,2026-03-30,2026-03-31,2026-04-13,5.30106,4.669066,18800,99659.928,87778.4408,99690.82257768,66.88373840799557,-11948.370938408,-11.985427173196129,1
