strategy,code,signal_date,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,total_cost,total_fee,profit,return_pct,sell_postpone_days
上穿60放量战法,000993,2026-03-16,2026-03-17,2026-03-26,14.172834,15.9968,7000,99209.838,111977.6,99240.59304978,76.66586577999664,12691.096134220003,12.788210695046967,0
上穿60放量战法,001282,2026-03-16,2026-03-17,2026-03-26,23.234646,19.576083999999998,4200,97585.5132,82219.55279999999,97615.764709092,63.96152574000601,-15429.921925740011,-15.806793064340821,0
上穿60放量战法,001696,2026-03-16,2026-03-17,2026-03-26,21.30426,18.686262000000003,4600,97999.59599999999,85956.80520000002,98029.97587475998,65.62216489199399,-12108.412964891962,-12.35174532773658,0
上穿60放量战法,002126,2026-03-16,2026-03-17,2026-03-26,47.20944,42.451508000000004,2000,94418.88,84903.016,94448.14985280001,64.08008936000371,-9579.944089360011,-10.143072261648971,0
上穿60放量战法,002267,2026-03-16,2026-03-17,2026-03-26,8.05161,8.028393999999999,12200,98229.642,97946.40679999998,98260.09318902,70.60921580799375,-353.84441580802377,-0.36010999412278577,0
上穿60放量战法,000543,2026-03-17,2026-03-18,2026-03-27,8.531706,9.108177999999999,11600,98967.7896,105654.86479999998,98998.469614776,73.99850934399318,6613.0766906559875,6.679978707134432,0
上穿60放量战法,000581,2026-03-17,2026-03-18,2026-03-27,23.224643999999998,20.625874,4200,97543.5048,86628.67079999999,97573.743286488,65.75624151600049,-10980.590241516009,-11.253632249483044,0
上穿60放量战法,000600,2026-03-17,2026-03-18,2026-03-27,9.561912,10.137972000000001,10300,98487.6936,104421.11160000002,98518.224785016,73.34384077200693,5860.07415922801,5.94821330978681,0
上穿60放量战法,000791,2026-03-17,2026-03-18,2026-03-27,8.05161,8.608278,12300,99034.803,105881.81940000001,99065.50378893,74.11233488400028,6772.904065116003,6.836793642665386,0
上穿60放量战法,002039,2026-03-17,2026-03-18,2026-03-27,18.70374,20.435912000000002,5300,99129.822,108310.33360000001,99160.55224482,75.13748159600618,9105.374118404012,9.182456039497968,0
上穿60放量战法,000065,2026-03-18,2026-03-19,2026-03-30,12.762552,13.84723,1400,17867.572799999998,19386.122,17873.111747567997,13.487257587998547,1505.0619424120014,8.420816496135854,0
上穿60放量战法,002300,2026-03-18,2026-03-19,2026-03-30,9.971994,9.578084,100,997.1994000000001,957.8084,1002.2093719940001,10.115330918000012,-49.50633091800012,-4.9397194140683505,0
